data_captura,conjunto,arquivo_origem,registro_hash,auditor,bairro,bairro_resp,categ_reg,cd_cvm,cep,cep_resp,cnpj_auditor,cnpj_cia,compl,compl_resp,controle_acionario,ddd_fax,ddd_fax_resp,ddd_tel,ddd_tel_resp,denom_comerc,denom_social,dt_cancel,dt_const,dt_ini_categ,dt_ini_resp,dt_ini_sit,dt_ini_sit_emissor,dt_reg,email,email_resp,fax,fax_resp,logradouro,logradouro_resp,motivo_cancel,mun,mun_resp,pais,pais_resp,resp,setor_ativ,sit,sit_emissor,tel,tel_resp,tp_ender,tp_merc,tp_resp,uf,uf_resp
2026-06-18,cvm_cadastro_companhias_abertas,,21c96497b3bf096d9b838596,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,,,,11568,5548000,5423000,61.562.112/0001-20,33.783.754/0001-14,,,PRIVADO,,0011,11,11,UNIBANCO SISTEMAS,UNIBANCO SISTEMAS SA,1987-10-08,,,1983-05-23,1987-10-08,,1983-05-23,,,,,"R.JOAO MOREIRA SALLES,130-BL.F",AV EUZEBIO MATOSO 891/22 ANDAR,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,SÃO PAULO,SÃO PAULO,BRASIL,,NAO TEM DRM,"Máquinas, Equipamentos, Veículos e Peças",CANCELADA,,2106044,2354212,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,3c3d16b1889285b168ef5f64,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,PINHEIROS,PINHEIROS,,11584,5423901,4323901,61.562.112/0001-20,33.700.394/0001-40,,4º ANDAR,PRIVADO,11,11,11,11,UNIBANCO SA,UNIBANCO UNIAO BANCOS BRAS SA,2009-04-13,1924-01-01,,2007-03-21,2009-04-13,,1977-07-20,relacionamento.bacen@itau-unibanco.com.br,relacoes.investidores@unibanco.com.br,5019-99-86,3814-85-06,"AV. EUSEBIO MATOSO, 891","AV. EUSéBIO MATOSO, 891",ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,SÃO PAULO,SÃO PAULO,BRASIL,,GERALDO TRAVAGLIA FILHO,Bancos,CANCELADA,,5019-98-72,3584-14-61,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,f64ba2ac52788ce030245581,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,TAMBORÉ,PINHEIROS,,841,6460040,5423901,49.928.567/0001-11,61.071.387/0001-61,"939,10º A,T.1",ANDAR,PRIVADO,11,11,11,11,BCO BANDEIRANTES,UNICARD BANCO MULTIPLO S.A.,2002-11-28,1944-10-02,,1977-07-20,2002-11-28,,1977-07-20,relacionamento.bacen@itau-unibanco.com.br,ri@unibanco.com.br,5019-99-86,3789-75-42,AV MARCOS PENTEADO U RODRIGUES,"AV.EUSÉBIO MATOSO, Nº 891 - 4º",INCORPORAÇÃO,BARUERI,SÃO PAULO,BRASIL,,GERALDO TRAVAGLIA FILHO,Bancos,CANCELADA,,5019-98-72,3097-13-13,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,588e1a9e4a2af42e3247b265,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,São Vendelino,São Vendelino,Categoria A,22780,9570-75-40,9570-75-40,61.562.112/0001-20,90.441.460/0001-48,"Km 212,930",Sem Número,PRIVADO,54,,54,54,,UNICASA INDÚSTRIA DE MÓVEIS S.A.,,1985-09-02,2012-04-25,2022-03-11,2012-04-25,2012-03-05,2012-04-25,dri@unicasamoveis.com.br,guilherme.o@unicasamoveis.com.br,3455-44-92,,Rodovia Federal BR-470,"Rodovia Federal BR 470 Km 212,930",,BENTO GONÇALVES,BENTO GONÇALVES,BRASIL,,Guilherme Possebon de Oliveira,"Construção Civil, Mat. Constr. e Decoração",ATIVO,FASE OPERACIONAL,3455-44-25,3455-44-25,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
2026-06-18,cvm_cadastro_companhias_abertas,,7d89658f15ec1974aae5cfe1,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Cidade Industrial,Cidade Industrial,Categoria A,23280,8117-02-20,8117-02-20,61.366.936/0001-25,75.609.123/0001-23,-,-,PRIVADO,41,,41,41,,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,,1973-05-29,2023-10-09,2025-04-01,2013-11-14,2013-07-15,2013-11-14,ri.unidas@unidas.com.br,ri.unidas@unidas.com.br,3239-70-95,,"Rua João Chede, nº 3.136","Rua João Chede, nº 3.136",,CURITIBA,CURITIBA,BRASIL,,Felipe Melo Franco Abud,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,3094-72-51,3094-72-51,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,PR,
2026-06-18,cvm_cadastro_companhias_abertas,,5d7bd7916e23df122ddd73a3,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,SANTA EFIGêNIA,CIC,Categoria B,27162,3026-00-70,8117-02-20,61.366.936/0001-25,45.736.131/0001-70,SALAS 32 E 33,,PRIVADO,,,41,41,UNIDAS LOCADORA S.A.,UNIDAS LOCADORA S.A.,,2022-03-09,2023-03-06,2025-04-01,2023-05-05,2023-03-06,2023-05-05,juridico.unidas@unidas.com.br/ri.unidas@unidas.com.br,ri.unidas@unidas.com.br,,,"AVENIDA DOS ANDRADAS, Nº 3.000","Rua João Chede, nº 3.136",,BELO HORIZONTE,CURITIBA,,,Felipe Melo Franco Abud,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,3239-70-52,3239-70-52,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,
2026-06-18,cvm_cadastro_companhias_abertas,,5ef4bd3e8a5ea271cc66e3a8,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Centro,Centro,Categoria A,26050,8909-00-03,8909-00-03,61.366.936/0001-25,02.255.187/0001-08,,,PRIVADO,,,47,47,,UNIFIQUE TELECOMUNICAÇÕES S.A.,,1997-11-05,2021-07-23,2025-04-01,2021-07-23,2021-05-11,2021-07-23,ri@redeunifique.com.br,luiz.bogo@redeunifique.com.br,,,"Rua Duque de Caxias, nº 831","Rua Duque de Caxias, nº 831",,TIMBÓ,TIMBÓ,BRASIL,,Luiz Bogo Junior,Emp. Adm. Part. - Telecomunicações,ATIVO,FASE OPERACIONAL,3380-21-08,933802162,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SC,
2026-06-18,cvm_cadastro_companhias_abertas,,aa81ae823c26d6888bb1568b,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Cidade Monções,Cidade Monções,Categoria A,26301,4571010,4571010,49.928.567/0001-11,05.303.439/0001-07,11º andar,11º andar,PRIVADO,,,11,11,,UNIGEL PARTICIPAÇÕES S.A.,2025-09-29,2002-07-19,2021-11-03,2025-06-02,2025-09-29,2021-08-11,2021-11-03,ri@unigel.com.br,ri@unigel.com.br,,,"Avenida Engenheiro Luís Carlos Berrini, 105","Av. Engenheiro Luiz Carlos Berrini, 105",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,Helena Vasconcellos Prisco Paraiso Ramos Valente,Petroquímicos e Borracha,CANCELADA,FASE OPERACIONAL,2504-60-01,2504-61-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,
2026-06-18,cvm_cadastro_companhias_abertas,,afe483d02e57e63ae1fcf3d6,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Itaim Bibi,Vila Nova Conceição,Categoria A,11592,4543011,4543011,61.366.936/0001-25,33.958.695/0001-78,22º andar,22º andar,PRIVADO,,,11,11,UNIPAR CARBOCLORO S.A.,UNIPAR CARBOCLORO S.A.,,1969-05-28,2010-01-01,2024-04-01,1971-12-08,1971-12-08,1971-12-08,ri@unipar.com,ri@unipar.com,,,"Avenida Presidente Juscelino Kubitschek, nº 1327","Av. Presidente Juscelino Kubitschek, 1327",,SÃO PAULO,SÃO PAULO,BRASIL,,Alexandre Jerussalmy,Petroquímicos e Borracha,ATIVO,FASE OPERACIONAL,3704-42-00,3704-42-00,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,
2026-06-18,cvm_cadastro_companhias_abertas,,9cea45096b91baa463d5701d,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Itaim Bibi,Vila Nova Conceição,Categoria A,11592,4543011,4543011,61.366.936/0001-25,33.958.695/0001-78,22º andar,22º andar,PRIVADO,,,11,11,UNIPAR CARBOCLORO S.A.,UNIPAR CARBOCLORO S.A.,,1969-05-28,2010-01-01,2024-04-01,1971-12-08,1971-12-08,1971-12-08,ri@unipar.com,ri@unipar.com,,,"Avenida Presidente Juscelino Kubitschek, nº 1327","Av. Presidente Juscelino Kubitschek, 1327",,SÃO PAULO,SÃO PAULO,BRASIL,,Alexandre Jerussalmy,Petroquímicos e Borracha,ATIVO,FASE OPERACIONAL,3704-42-00,3704-42-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,
2026-06-18,cvm_cadastro_companhias_abertas,,89a798e460c326477b7728ed,GAMA & CIA AUDITORES INDEP SC,HENRIQUE JORGE,HENRIQUE JORGE,Categoria A,11606,6052-60-25,6052-60-20,23.530.637/0001-95,07.203.904/0001-63,298,,PRIVADO,85,85,85,85,UNITEXTIL,UNITEXTIL - UNIAO INDUSTRIAL TEXTIL S/A,2013-08-14,1973-06-05,2010-01-01,1982-09-22,2013-08-14,1982-09-22,1982-09-22,www.tereza@unitextil.com.br,fabio@unitextil.com.br,3499-54-01,3499-54-01,AV. AUDIZIO PINHEIRO,AV AUDIZIO PINHEIRO 298,CANCELAMENTO VOLUNTÁRIO,FORTALEZA,FORTALEZA,BRASIL,,FABIO DINIZ PINHEIRO,Têxtil e Vestuário,CANCELADA,FASE OPERACIONAL,3499-54-44,3499-54-17,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,CE,CE
2026-06-18,cvm_cadastro_companhias_abertas,,c572aee0f101530f6bec3082,MANDARINO & ASSOCIADOS AUDITORES,Centro,CENTRO,Categoria B,19585,2003-00-01,2003-00-01,05.502.678/0001-96,06.027.566/0001-93,Salas 1011/1012,GR.IV-SL.1011/1012,PRIVADO,21,21,21,21,UNIVER CIDADE TRUST,UNIVER CIDADE TRUST DE RECEBIVEIS SA,2013-12-27,2003-10-22,2010-01-01,2003-10-23,2013-12-27,2004-09-03,2004-09-02,diretoria@trust.univercidade.br,robertomelo@univercidadetrust.com.br,2524-04-57,2524-04-57,"Av. Graça Aranha, 416 - 10º - Andar - Gr. IV","AV.GRAÇA ARANHA, 416-10º ANDAR",CANCELAMENTO VOLUNTÁRIO,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,ROBERTO FERREIRA CORDEIRO DE MELO,Securitização de Recebíveis,CANCELADA,FASE OPERACIONAL,2524-04-57,2524-02-63,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,8915c7fbdc999ca2614187ba,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Jardim Paulistano,PINHEIROS,Categoria A,19887,1452002,1450001,49.928.567/0001-11,01.109.184/0001-95,6º andar,1384 11 ANDAR,PRIVADO HOLDING,11,11,11,11,UOL,UNIVERSO ONLINE SA,2012-01-18,1996-04-01,2010-01-01,2011-05-09,2012-01-18,2005-12-14,2005-12-14,ri@uolinc.com,ri@uolinc.com,3038-81-62,3038-81-23,"Av. Brigadeiro Faria Lima, 1384",AV. BRIGADEIRO FARIA LIMA,CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,EDUARDO ALCARO,Telecomunicações,CANCELADA,FASE OPERACIONAL,3092-69-55,3038-81-23,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,87724c39d7b283d4c2390118,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,PINHEIROS,PINHEIROS,,18473,1452002,1452002,61.562.112/0001-20,03.329.124/0001-03,11°,11º ANDAR,PRIVADO,11,11,11,11,UOL INC. S.A.,UOL INC. S.A.,2003-09-15,1999-08-05,,2003-02-28,2003-09-15,,1999-10-15,www.uol@uol.com.br,mepperlein@uolinc.com,3038-81-22,3038-81-22,"AV.BRIG.FARIA LIMA, 1384 8° AO","AVENIDA BRIGADEIRO FARIA LIMA,",ELISÃO POR INCORPORAÇÃO,SÃO PAULO,SÃO PAULO,BRASIL,,MARCELO MOOJEN EPPERLEIN,Emp. Adm. Participações,CANCELADA,,3038-81-61,3038-82-71,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,
2026-06-18,cvm_cadastro_companhias_abertas,,ab2ee055910bbac256a7c31b,"BKR - LOPES, MACHADO AUDITORES",NOSSA SENHORA DE FÁTIMA,NOSSA SENHORA DE FÁTIMA,Categoria A,24856,3678-00-00,3678-00-00,40.262.602/0001-31,34.591.574/0001-01,,,PRIVADO,32,32,32,32,UP ENGENHARIA E URBANISMO S.A.,UP ENGENHARIA E URBANISMO S.A.,2021-09-29,2019-07-01,2019-11-04,2019-07-30,2021-09-29,2019-09-09,2019-11-04,ri@upengenhaia.com.br,ri@upengenharia.com.br,3451-30-03,3451-30-03,"AVENIDA OLYNTHO ALMADA, Nº 350",AV OLYNTHO ALMADA - 350,CANCELAMENTO VOLUNTÁRIO,ASTOLFO DUTRA,ASTOLFO DUTRA,,,LUCIANO DA SILVA DE SOUZA,"Construção Civil, Mat. Constr. e Decoração",CANCELADA,FASE PRÉ-OPERACIONAL,3451-30-03,988032534,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,d84ce103a5ed1a54b48bb792,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA,Barra da Tijuca,Barra da Tijuca,Categoria A,16624,2277-50-03,2277-50-03,54.276.936/0001-79,02.162.616/0001-94,3000 - sala 4098,3000 - sala 4098,PRIVADO,21,,21,21,UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO,UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO,2025-04-30,1997-09-08,2010-01-01,2022-06-30,2025-04-30,2024-12-03,1997-11-19,governance@eximiacapital.com,governance@eximiacapital.com,2128-55-01,,Av. Ayrton Senna,Av. Ayrton Senna,ELISÃO POR EXTINÇÃO DA CIA,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Armando José Pereira de Barros,Emp. Adm. Part. - Energia Elétrica,CANCELADA,LIQUIDAÇÃO EXTRAJUDICIAL,2128-55-01,3596-04-00,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,99b5f1a55361c90ac4f011af,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Estoril,Estoril,Categoria A,25437,3045-56-10,3045-56-10,61.366.936/0001-25,10.571.175/0001-02,10º andar,10º andar,PRIVADO,31,,31,31,,URBA DESENVOLVIMENTO URBANO S.A.,,2009-01-13,2021-01-25,2020-08-10,2021-01-25,2020-08-28,2021-01-25,ri.urba@vivaurba.com.br,ri.urba@vivaurba.com.br,3615-88-17,,"Avenida Professor Mário Werneck, nº 621","Avenida Professor Mário Werneck, nº 621",,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,José Roberto Diniz Santos,"Construção Civil, Mat. Constr. e Decoração",ATIVO,FASE OPERACIONAL,3615-88-17,3615-88-17,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,6fac85edbff35112bfb0ca3c,,,,,11622,1734-00-00,1734-00-00,,44.742.989/0001-84,,,PRIVADO,,0011,0146,11,USINA DA BARRA,USINA BARRA SA ACUCAR ALCOOL,1986-02-24,,,1979-09-13,1986-02-24,,1979-09-13,,,,,FAZENDA PAU D'ALHO,FAZENDA PAU D'ALHO,ELISÃO POR INCORPORAÇÃO,BARRA BONITA,SÃO PAULO,BRASIL,,FERNANDO LUIZ ALTERIO,"Agricultura (Açúcar, Álcool e Cana)",CANCELADA,,412000,375701,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,6b49a06d63a8b78b8387eab5,,,,,11614,1340-00-00,1013000,,54.372.917/0001-46,,,PRIVADO,,0011,0194,11,USINA COSTA PINTO,USINA C PINTO SA ACUCAR ALCOOL,1985-01-17,,,1981-11-26,1985-01-17,,1981-11-26,,,,,BAIRRO COSTA PINTO-VLA.RESENDE,"RUA XV DE NOVEMBRO, 324",ELISÃO POR INCORPORAÇÃO,PIRACICABA,SÃO PAULO,BRASIL,,RUBENS OMETTO SILVEIRA MELLO,Alimentos,CANCELADA,,330411,330411,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,77e7fed471b9dd83a368b2cc,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,,,,12602,4540000,1013000,61.562.112/0001-20,61.125.753/0001-18,,,PRIVADO,,0011,11,11,BARRA,USINA DA BARRA SA ACUCAR ALCOL,1993-09-22,,,1986-02-26,1993-09-22,,1986-02-26,,,,,R JOAQUIM FLORIANO 72/19 AND,RUA XV NOVEMBRO 324,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,SÃO PAULO,SÃO PAULO,BRASIL,,FERNANDO LUIZ ANTERIO,"Agricultura (Açúcar, Álcool e Cana)",CANCELADA,,8299449,375701,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,845b0bed80571dec8ccadefe,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",,,,11630,1455000,1455000,62.650.403/0001-33,44.689.131/0001-01,,,PRIVADO,11,0011,11,11,USINA S BARBARA,USINA S BARBARA SA,2007-03-14,1980-08-09,,1982-01-19,2007-03-14,,1982-01-19,,,4302128,4302128,"R.HUNGRIA,888 8 ANDAR",RUA HUNGRIA 888/8 ANDAR,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,SÃO PAULO,SÃO PAULO,BRASIL,,RUBENS OMETTO SILVEIRA MELLO,"Agricultura (Açúcar, Álcool e Cana)",CANCELADA,,4302000,4302000,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,456de09d365fca349afc5fc9,,BONSUCESSO,,,11657,4207000,,,61.551.230/0001-33,,,PRIVADO,,,11,,USINA STA OLIMPIA,USINA S OLIMPIA IND FER ACO SA,2005-12-20,,,,2005-12-20,,1943-11-19,,,,,EST JUSCELINO K. OLIVEIRA 200A,,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,GUARULHOS,,BRASIL,,,Metalurgia e Siderurgia,CANCELADA,,639171,,SEDE,,,SP,
2026-06-18,cvm_cadastro_companhias_abertas,,d348359c9a0a5648da533750,ARTHUR ANDERSEN BIEDERMANN A I,,,,11649,9022-00-05,4370-00-00,44.038.248/0001-17,15.101.298/0001-01,,,PRIVADO,51,0071,51,71,USIBA,USINA SIDERURGICA DA BAHIA,1996-01-30,,,1970-07-21,1996-01-30,,1970-07-21,,,3302695,,AV FARRAPOS 1811  FLORRESTA,KM 16-BR 324,ELISÃO POR INCORPORAÇÃO,PORTO ALEGRE,SIMÕES FILHO,BRASIL,,FREDERICO C GERDAU JOHANNPETER,Metalurgia e Siderurgia,CANCELADA,,3302777,5948311,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,BA
2026-06-18,cvm_cadastro_companhias_abertas,,cf32f3704d970e46bf790f79,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,São Gonçalo,São Gonçalo,Categoria B,24945,9607-51-66,9607-51-66,61.366.936/0001-25,04.739.720/0001-24,"salas 507, 708, 710","salas 507, 708, 710",PRIVADO,,,048,53,USINA TERMELÉTRICA PAMPA SUL S.A.,USINA TERMELÉTRICA PAMPA SUL S.A.,,2001-10-31,2020-05-04,2023-05-31,2020-05-04,2020-03-03,2020-05-04,fernao.magalhaes@pampasulenergia.com.br,fernao.magalhaes@pampasulenergia.com.br,,,"Avenida Dois (Loteamento Parque Una Pelotas), 105","Avenida Dois (Loteamento Parque Una Pelotas), 105",,PELOTAS,PELOTAS,BRASIL,,FERNÃO FELIPE DE ALMEIDA MAGALHÃES,Energia Elétrica,ATIVO,FASE OPERACIONAL,3221-70-10,3245-40-00,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,
2026-06-18,cvm_cadastro_companhias_abertas,,06a2ce6924c71c922c12aa27,YPC AUDITUN S AUDITORIA INDEPENDENTE S/S,BROOKLIN NOVO,BROOKLIN NOVO,Categoria B,24449,4578000,4578000,24.882.658/0001-32,26.643.756/0001-42,"1º ANDAR, CJ. 16-A","1º ANDAR,CJ. 16A",PRIVADO,11,11,11,11,USINAGEM EDLYN PARTICIPAÇÕES S.A.,USINAGEM EDLYN PARTICIPAÇÕES S.A.,2020-08-28,2016-09-13,2018-06-06,2018-03-07,2020-08-28,2018-03-22,2018-06-06,locn@araxametals.com,locn@araxametals.com,5505-31-15,5505-31-15,"AV. DAS NAÇÕES UNIDAS, 12.399","AV. DAS NAÇÕES UNIDAS, 12.399",CANCELAMENTO DE OFÍCIO,SÃO PAULO,SÃO PAULO,BRASIL,,LUIZ ORLANDO CAIUBY NOVAES,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",CANCELADA,FASE PRÉ-OPERACIONAL,5505-31-15,5505-31-15,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,b8d4e8361f565f85bdb6f6ee,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Savassi,SAVASSI,Categoria A,14320,3011-00-44,3011-00-44,61.366.936/0001-25,60.894.730/0001-05,Andar 11,ANDAR 11,PRIVADO,31,0,31,31,USIMINAS,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,,1956-04-25,2010-01-01,2026-02-01,1994-04-11,1994-04-11,1994-04-11,,dri@usiminas.com,3499-87-71,0,"Av. do Contorno, 6594","AV. DO CONTORNO, 6594",,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,DIEGO EDUARDO GARCIA,Metalurgia e Siderurgia,ATIVO,FASE OPERACIONAL,3499-87-75,3499-88-56,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,fdefb6c71a2c79c14f8f53be,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Savassi,SAVASSI,Categoria A,14320,3011-00-44,3011-00-44,61.366.936/0001-25,60.894.730/0001-05,Andar 11,ANDAR 11,PRIVADO,31,0,31,31,USIMINAS,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,,1956-04-25,2010-01-01,2026-02-01,1994-04-11,1994-04-11,1994-04-11,,dri@usiminas.com,3499-87-71,0,"Av. do Contorno, 6594","AV. DO CONTORNO, 6594",,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,DIEGO EDUARDO GARCIA,Metalurgia e Siderurgia,ATIVO,FASE OPERACIONAL,3499-87-75,3499-88-56,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,0c2486be98222e10dee31b42,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,,,,13889,3131-02-60,3131-00-00,61.562.112/0001-20,17.157.850/0001-09,,,PRIVADO,31,0031,31,31,USIMINAS,USINAS SIDERURGICAS DE MG SA,1999-04-06,,,1991-09-23,1999-04-06,,1991-09-23,,,4998475,4998475,RUA PROF. VIEIRA MENDONCA 3011,RUA PROF. VIEIRA MENDONCA 3011,ELISÃO POR INCORPORAÇÃO,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,UAJARA RODRIGUES,Metalurgia e Siderurgia,CANCELADA,,4998575,4482775,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,b1724b5aae3074b9d2cad475,UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES,Copacabana,BARRA DA TIJUCA,Categoria A,23094,2202-10-00,2277-50-57,42.170.852/0001-77,12.394.991/0001-13,12º Andar,850/BL.03/SALA 922,PRIVADO,21,21,21,21,UTILIUM PARTICIPAÇÕES S.A.,UTILIUM PARTICIPAÇÕES S.A.,2017-11-28,2010-06-09,2013-03-06,2014-01-24,2017-11-28,2012-10-04,2013-03-06,contato@esxenergiasolar.com.br,contato@utilium.com.br,3547-47-43,3547-47-43,"Av. Atlântica, 1.130",AV. JOÃO CABRAL DE MELLO NETO,CANCELAMENTO DE OFÍCIO,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,CARLOS DE CASTRO ZAMPONI,Emp. Adm. Part. - Sem Setor Principal,CANCELADA,FASE PRÉ-OPERACIONAL,3547-47-42,3547-47-42,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,67c1b41004aba681f709c337,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Vila Olímpia,Vila Olímpia,Categoria B,27022,4546003,4546003,61.366.936/0001-25,02.041.460/0001-93,N/A,4º andar,PRIVADO,,,11,11,BRASIL TELECOM,V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.,,1997-06-14,2022-09-01,2022-08-05,2022-11-11,2022-11-11,2022-11-11,ri@vtal.com,ri@vtal.com,,,"Rua Casa do Ator, 919","Rua Casa do Ator, 919",,SÃO PAULO,SÃO PAULO,BRASIL,,José Miguel Vilela Júnior,Telecomunicações,ATIVO,FASE OPERACIONAL,5827-02-22,949810233,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,f9342aae4ed0af80abdad194,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,,,,12424,9321-22-20,9321-22-20,61.366.936/0001-25,92.761.618/0001-92,,,PRIVADO,51,0011,51,11,VACCHI,VACCHI SA IND COM,1997-11-13,,,1985-07-25,1997-11-13,,1985-07-25,,,4741303,4741303,BR 116 N.2901,BR 116 N.2901,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,SAPUCAIA DO SUL,SAPUCAIA DO SUL,BRASIL,,NERY NEVES DE O. MARQUES,Têxtil e Vestuário,CANCELADA,,4743377,4743377,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
