codigo_ativo,empresa,serie,emissao,ipo,situacao,isin,registro_cvm_da_emissao,data_de_registro_cvm_da_emissao,registro_cvm_do_programa,data_de_registro_cvm_do_programa,data_de_emissao,data_de_vencimento,motivo_de_saida,data_de_saida_novo_vencimento,data_do_inicio_da_rentabilidade,data_do_inicio_da_distribuicao,data_da_proxima_repactuacao,ato_societario_1,data_do_ato_1,ato_societario_2,data_do_ato_2,forma,garantia_especie,classe,quantidade_emitida,artigo_14,artigo_24,quantidade_em_mercado,quantidade_em_tesouraria,quantidade_resgatada,quantidade_cancelada,quantidade_convertida_no_snd,quantidade_convertida_fora_do_snd,quantidade_permutada_no_snd,quantidade_permutada_fora_do_snd,unidade_monetaria,valor_nominal_na_emissao,valor_nominal_atual,data_ult_vna,indice,tipo,criterio_de_calculo,dia_de_referencia_para_indice_de_precos,criterio_para_indice,corrige_a_cada,percentual_multiplicador_rentabilidade,limite_da_tjlp,tipo_de_tratamento_do_limite_da_tjlp,juros_criterio_antigo_do_snd,premios_criterio_antigo_do_snd,amortizacao_taxa,amortizacao_cada,amortizacao_unidade,amortizacao_carencia,amortizacao_criterio,tipo_de_amortizacao,juros_criterio_novo_taxa,juros_criterio_novo_prazo,juros_criterio_novo_cada,juros_criterio_novo_unidade,juros_criterio_novo_carencia,juros_criterio_novo_criterio,juros_criterio_novo_tipo,premio_criterio_novo_taxa,premio_criterio_novo_prazo,premio_criterio_novo_cada,premio_criterio_novo_unidade,premio_criterio_novo_carencia,premio_criterio_novo_criterio,premio_criterio_novo_tipo,participacao_taxa,participacao_cada,participacao_unidade,participacao_carencia,participacao_descricao,banco_mandatario,agente_fiduciario,instituicao_depositaria,coordenador_lider,cnpj,deb_incent_lei_12_431,escritura_padronizada,resgate_antecipado,data_captura,conjunto,arquivo_origem,registro_hash
MEND68,MENDES JUNIOR ENGENHARIA S/A,051,008,-,Excluído,BRMENDDBS1D3,SEP/GER/DEB - 93/088,1993-09-29,,,1993-08-01,1998-08-01,12/02/1996 - CANCELAMENTO,1996-02-12,1993-08-01,,-,AGE,1993-08-11,,,Escritural,Flutuante,Simples,6300,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,70000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,9.25% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,CREDIREAL S/A CCV,17162082000173,N,n,,2026-08-11,debêntures___características_de_emissões,,94a1ac31bd04ef65b426d2c7
MEND69,MENDES JUNIOR ENGENHARIA S/A,052,008,-,Excluído,BRMENDDBS1E1,SEP/GER/DEB - 93/089,1993-09-29,,,1993-08-01,1998-11-01,01/11/1998 - VENCIMENTO,1998-11-01,1993-08-01,,-,AGE,1993-08-11,,,Escritural,Flutuante,Simples,6300,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,70000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,9.25% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,CREDIREAL S/A CCV,17162082000173,N,n,,2026-08-11,debêntures___características_de_emissões,,919ddfbaa9054a8717a2a82e
MEND70,MENDES JUNIOR ENGENHARIA S/A,053,008,-,Excluído,BRMENDDBS1F8,SEP/GER/DEB - 93/090,1993-09-29,,,1993-08-01,1999-02-01,12/02/1996 - CANCELAMENTO,1996-02-12,1993-08-01,,-,AGE,1993-08-11,,,Escritural,Flutuante,Simples,6300,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,70000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,9.25% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,CREDIREAL S/A CCV,17162082000173,N,n,,2026-08-11,debêntures___características_de_emissões,,d0379a851c67cd829c9391cb
MEND71,MENDES JUNIOR ENGENHARIA S/A,054,008,-,Excluído,BRMENDDBS1G6,SEP/GER/DEB - 93/091,1993-09-29,,,1993-08-01,1999-05-01,12/02/1996 - CANCELAMENTO,1996-02-12,1993-08-01,,-,AGE,1993-08-11,,,Escritural,Flutuante,Simples,6300,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,70000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,9.25% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,CREDIREAL S/A CCV,17162082000173,N,n,,2026-08-11,debêntures___características_de_emissões,,7fa4b15146723e578b30eb20
MEND72,MENDES JUNIOR ENGENHARIA S/A,055,008,-,Excluído,BRMENDDBS1H4,SEP/GER/DEB - 93/092,1993-09-29,,,1993-08-01,1999-08-01,12/02/1996 - CANCELAMENTO,1996-02-12,1993-08-01,,-,AGE,1993-08-11,,,Escritural,Flutuante,Simples,6300,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,70000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,9.25% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,CREDIREAL S/A CCV,17162082000173,N,n,,2026-08-11,debêntures___características_de_emissões,,0b5527d3e67fddb5ebaa11ce
MENG13,METODO ENGENHARIA S.A.,001,003,Não,Excluído,BRMTDODBS023,CVM/SRE/DEB-2000/043,2000-12-27,,,2000-09-29,2020-09-29,16/12/2005 - CANCELAMENTO,2005-12-16,2003-08-31,2000-12-29,-,AGE,2000-08-10,RCA,2000-08-10,Nominativa,Quirografária,Simples,5366,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000,2292.914315,2005-06-30,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,0  000,,0,0012,MES,2005-06-30,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BCO CREDIT SUISSE FIRST BOSTON S/A,SLW CVC LTDA.,,BANCO DE INVESTIMENTOS UBS (BRASIL) S.A,43710946000154,N,n,,2026-08-11,debêntures___características_de_emissões,,df7acb645d71c061b8c10823
MENG23,METODO ENGENHARIA S.A.,002,003,Sim,Excluído,BRMTDODBS031,CVM/SRE/DEB-2000/044,2000-12-27,,,2000-09-29,2020-09-29,16/12/2005 - CANCELAMENTO,2005-12-16,2003-08-31,2000-12-29,-,AGE,2000-08-10,RCA,2000-08-10,Nominativa,Quirografária,Simples,4084,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000,1591.249369,2005-12-16,US$ COMERCIAL,Correção Monetária,Não Padrão - SND,00,DU,,0,0,-,0  000,,0,0003,MES,2005-12-30,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BCO CREDIT SUISSE FIRST BOSTON S/A,SLW CVC LTDA.,,BANCO DE INVESTIMENTOS UBS (BRASIL) S.A,43710946000154,N,n,,2026-08-11,debêntures___características_de_emissões,,9be52aff497ef12438d11f36
MERC13,BCO MERCANTIL DO BRASIL S/A,UNI,003,Não,Excluído,BRMCBRDBS034,CVM/SRE/DEB-2001/006,2001-02-22,,,2001-01-01,2004-01-01,01/01/2004 - VENCIMENTO,2004-01-01,2001-01-01,2001-03-01,-,AGE,2000-12-11,,2001-01-12,Nominativa,Subordinada,Simples,10000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2004-01-05,DI,Integrante de Juros,Padrão - SND,00,DU,,106,0,-,-,,0,0001,MES,2001-08-01,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,0,000,0001,MES,2001-08-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO DO BRASIL S/A,SIMPLIFIC PAVARINI DTVM LTDA,,BB BCO DE INVESTIMENTO S/A,17184037000110,N,n,,2026-08-11,debêntures___características_de_emissões,,7b87619ef6195b1063cb235c
MERC13,MERCANTIL BRASIL LEASING S/A ARREND MERC,UNI,003,Não,Excluído,BRMCBRDBS034,CVM/SRE/DEB-2001/006,2001-02-22,,,2001-01-01,2004-01-01,01/01/2004 - VENCIMENTO,2004-01-01,2001-01-01,2001-03-01,-,AGE,2000-12-11,,2001-01-12,Nominativa,Subordinada,Simples,10000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2004-01-05,DI,Integrante de Juros,Padrão - SND,00,DU,,106,0,-,-,,0,0001,MES,2001-08-01,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,0,000,0001,MES,2001-08-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO DO BRASIL S/A,SIMPLIFIC PAVARINI DTVM LTDA,,BB BCO DE INVESTIMENTO S/A,26386169000115,N,n,,2026-08-11,debêntures___características_de_emissões,,131eb653fcbdf9ac474db6d0
MESA11,MIRANTE ENERGETICA  S.A.,UNI,001,-,Excluído,BRMESADBS006,DISPENSA ICVM 476/09,2022-05-11,,,2022-05-09,2024-09-30,,2024-09-30,2022-05-12,2022-05-09,-,AGE,2022-05-05,,,Escritural,Quirografária,Simples,500000,,,000000000000,000000000000,000000500000,,,000000000000,,000000000000,R$,1000,250,2024-09-30,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.1,252,,,2024-09-30,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,VX PAVARINI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,ITAU CV S/A,BANCO ITAU-BBA S/A,23541412000134,N,,S,2026-08-11,debêntures___características_de_emissões,,268f3faabba6eb340cf9a81f
MESA12,MIRANTE ENERGETICA  S.A.,UNI,002,-,Registrado,BRMESADBS014,AUT/DEB/PRI/2023/148,2023-06-25,,,2023-06-28,2025-02-28,,2025-02-28,2023-06-29,2023-06-25,-,RCA,2023-06-19,,,Escritural,Quirografária,Simples,450000,,,000000000000,000000000000,000000450000,,,000000000000,,000000000000,R$,1000,429,2025-01-17,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2,252,,DIA,2024-12-28,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,UBS BB CCTVM S/A,23541412000134,N,,S,2026-08-11,debêntures___características_de_emissões,,d34bb5be649d1c375d269ba5
MESA13,MIRANTE ENERGETICA  S.A.,001,003,-,Registrado,BRMESADBS022,AUT/DEB/PRI/2024/547,2024-09-12,,,2024-08-15,2035-02-15,,2035-02-15,2024-09-16,2024-09-12,-,AGE,2024-08-27,,,Escritural,Real,Simples,100000,,,000000100000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1124.230385,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2025-08-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,7.0847,252,0006,MES,2025-02-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,ITAU UNIBANCO HOLDING S.A,23541412000134,S,,N,2026-08-11,debêntures___características_de_emissões,,65a59dca2adfda7ceb96b672
MESA23,MIRANTE ENERGETICA  S.A.,002,003,-,Registrado,BRMESADBS030,AUT/DEB/PRI/2024/548,2024-09-12,,,2024-08-15,2044-02-15,,2044-02-15,2024-09-16,2024-09-12,-,AGE,2024-08-27,,,Escritural,Real,Simples,320000,,,000000320000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1128.959857,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2025-08-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,7.3884,252,0006,MES,2025-02-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,ITAU UNIBANCO HOLDING S.A,23541412000134,S,,N,2026-08-11,debêntures___características_de_emissões,,345788c94be4b95c9b0fb1fc
MESB12,MESBLA S/A,UNI,002,-,Excluído,BRMESBDBS012,SEP/GER/DEB - 90/028,1990-05-30,,,1990-01-01,,11/03/2005 - VENCIMENTO ANTECIPADO,,1995-10-01,1990-06-08,-,AGE,1990-01-29,,,Nominativa,Subordinada,Simples,50000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10951.8,1418.148281,2005-03-11,TR,Correção Monetária,Não Padrão - SND,00,DU,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,SEM BANCO LIQUIDANTE/MANDATARIO,PINTO DE ALMEIDA DTVM S/A,,UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A,33087156000100,N,n,,2026-08-11,debêntures___características_de_emissões,,246a4ba5d767bfc1c3fd036f
MESB13,MESBLA S/A,001,003,-,Excluído,BRMESBDBO011,SEP/GER/DCA - 93/008,1993-11-10,,,1993-10-01,1996-11-01,11/03/2005 - VENCIMENTO ANTECIPADO,,1993-10-01,1993-11-11,-,AGE,1993-10-15,,,Nominativa,Subordinada,Conversível,16670,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,130000,3616.1748,2005-03-01,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,SEM BANCO LIQUIDANTE/MANDATARIO,OLIVEIRA TRUST DTVM S/A,,BCO BTG PACTUAL S/A,33087156000100,N,n,,2026-08-11,debêntures___características_de_emissões,,0532473e0a4c2cd0614d22f1
MESB14,MESBLA S/A,001,004,-,Excluído,BRMESBDBS020,SEP/GER/DEB - 94/054,1994-12-06,,,1994-11-01,,11/03/2005 - VENCIMENTO ANTECIPADO,,1997-10-01,1994-12-07,-,AGE,1994-04-29,,,Nominativa,Flutuante,Simples,160,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,60000,149997.69,2005-03-11,SEM-ÍNDICE,,Não Padrão - SND,00,DU,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,SEM BANCO LIQUIDANTE/MANDATARIO,THECA CCTVM LTDA.,,MESBLA S/A DTVM,33087156000100,N,n,,2026-08-11,debêntures___características_de_emissões,,803fca76b0f04ffc11cae7e7
MESB23,MESBLA S/A,002,003,-,Excluído,BRMESBDBP018,SEP/GER/DCA - 93/009,1993-11-10,,,1993-10-01,1996-11-01,11/03/2005 - VENCIMENTO ANTECIPADO,,1993-10-01,1993-11-11,-,AGE,1993-10-15,,,Nominativa,Subordinada,Conversível,33330,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,130000,3616.1748,2005-03-01,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,SEM BANCO LIQUIDANTE/MANDATARIO,OLIVEIRA TRUST DTVM S/A,,BCO BTG PACTUAL S/A,33087156000100,N,n,,2026-08-11,debêntures___características_de_emissões,,b336dc546c658e8f01dfac28
MESB24,MESBLA S/A,002,004,-,Excluído,BRMESBDBS038,SEP/GER/DEB - 95/037,1995-06-27,,,1994-11-01,,11/03/2005 - VENCIMENTO ANTECIPADO,,1997-01-02,1995-06-28,-,AGE,1994-04-29,RCA,1995-05-02,Nominativa,Flutuante,Simples,330,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,60000,87229.56,2005-03-11,SEM-ÍNDICE,,Não Padrão - SND,00,DU,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,SEM BANCO LIQUIDANTE/MANDATARIO,THECA CCTVM LTDA.,,MESBLA S/A DTVM,33087156000100,N,n,,2026-08-11,debêntures___características_de_emissões,,58cf82252150c8bc557d9eba
MEST12,MESBLA TRUST DE REC. DE CARTOES DE CREDITO S/A,001,002,-,Excluído,,SEP/GER/DEB - 92/027,1992-12-18,,,1992-12-01,1993-12-01,01/12/1993 - VENCIMENTO,1993-12-01,1992-12-01,,-,AGE,1992-12-01,,,Nominativa,Real,Simples,500,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,100000000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,1.9,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,MORGAN GUARANTY TRUST COMPANY OF NY,MORGAN GUARANTY TRUST COMPANY OF NY,,BANCO CREFISUL S/A,39527759000162,N,n,,2026-08-11,debêntures___características_de_emissões,,01e6089da83943193475072e
MEST22,MESBLA TRUST DE REC. DE CARTOES DE CREDITO S/A,002,002,-,Excluído,,SEP/GER/DEB - 93/026,1993-08-12,,,1993-08-01,1994-08-01,01/08/1994 - VENCIMENTO,1994-08-01,1993-08-01,,-,AGE,1992-12-01,,,Nominativa,Real,Simples,300,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,735839.52,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,-,,3,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,MORGAN GUARANTY TRUST COMPANY OF NY,MORGAN GUARANTY TRUST COMPANY OF NY,,BANCO CREFISUL S/A,39527759000162,N,n,,2026-08-11,debêntures___características_de_emissões,,a6e6eae7290b1c329d10d0ed
MEST32,MESBLA TRUST DE REC. DE CARTOES DE CREDITO S/A,003,002,-,Excluído,000000000000,SEP/GER/DEB - 94/013,1994-03-21,,,1994-03-01,1995-09-01,01/09/1995 - RESGATE TOTAL ANTECIPADO,1995-09-01,1994-03-01,,-,AGE,1992-12-01,,,Nominativa,Real,Simples,800,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,6531928.21,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,0  000,,0,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,MORGAN GUARANTY TRUST COMPANY OF NY,MORGAN GUARANTY TRUST COMPANY OF NY,,BANCO CREFISUL S/A,39527759000162,N,n,,2026-08-11,debêntures___características_de_emissões,,41db929059410e6c8d63b021
MEZ511,MEZ 5 ENERGIA S.A.,UNI,001,-,Registrado,BRMEZ5DBS003,DISPENSA ICVM 476/09,2022-01-27,,,2022-01-15,2046-01-15,,2046-01-15,2022-02-17,2022-01-11,-,AGE,2022-01-15,,,Escritural,Real,Simples,373000,,,000000373000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1348.363432,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2024-07-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,7.0657,252,0006,MES,2024-07-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO ITAU-BBA S/A,40215231000137,S,,N,2026-08-11,debêntures___características_de_emissões,,b01a2f3e98179471937c57a6
MEZ611,MEZ 6 ENERGIA S.A.,UNI,001,-,Registrado,BRMEZ6DBS001,DISPENSA ICVM 476/09,2021-09-16,,,2021-08-23,2026-08-21,,2026-08-21,2021-09-20,2021-09-17,-,AGE,2021-08-19,,,Escritural,Real,Simples,30000,,,000000030000,000000000000,,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Não Padrão - SND,,DU,,100,0,-,4  UTI,,-,-,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BCO BTG PACTUAL S/A,40215276000101,N,,S,2026-08-11,debêntures___características_de_emissões,,71e319d29655abfde6c1e76b
MEZP11,MEZ T1 TRANSMISSORA E PARTICIPACOES S.A.,001,001,-,Registrado,BRMEZTDBS001,DISPENSA ICVM 476/09,2022-12-08,,,2022-11-15,2046-11-15,,2046-11-15,2022-12-09,2022-12-05,-,AGE,2022-11-15,,,Escritural,Real,Simples,250000,,,000000250000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1450.99229,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2025-05-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,9.3345,252,0006,MES,2024-11-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BANCO ITAU-BBA S/A,42579834000143,S,,N,2026-08-11,debêntures___características_de_emissões,,4d2b1015a619996bc8cbfb40
MEZQ11,MEZ 4 ENERGIA S.A.,UNI,001,-,Registrado,BRMEZEDBS003,DISPENSA ICVM 476/09,2022-03-11,,,2022-02-24,2044-01-15,,2044-01-15,2022-03-11,2022-02-25,-,AGE,2022-02-25,AGE,2022-03-08,Escritural,Real,Simples,36500,,,000000036500,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1183.258908,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2023-07-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,7.2638,252,0006,MES,2023-07-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BANCO ITAU-BBA S/A,31231479000109,S,,N,2026-08-11,debêntures___características_de_emissões,,013412a4da8aea4ec0d8d4ad
MEZT11,MEZ 3 ENERGIA S.A.,UNI,001,-,Registrado,BRMEZ3DBS008,DISPENSA ICVM 476/09,2022-05-03,,,2022-04-15,2044-04-15,,2044-04-15,2022-05-04,2022-04-25,-,AGE,2022-04-18,,,Escritural,Real,Simples,36500,,,000000036500,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1149.269438,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2023-10-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,7.1629,252,0006,MES,2023-04-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BANCO ITAU-BBA S/A,31231893000100,S,,N,2026-08-11,debêntures___características_de_emissões,,dba4df381c60e67811080872
MEZU11,MEZ 1 ENERGIA S.A.,UNI,001,-,Excluído,BRMEZUDBS009,DISPENSA ICVM 476/09,2021-08-03,,,2021-07-29,2023-04-29,,2023-04-29,2021-08-04,2021-08-04,-,AGE,2021-07-28,,,Escritural,Real,Simples,130000,,,000000000000,000000000000,000000130000,,,000000000000,,000000000000,R$,1000,1000,2023-04-20,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.5,252,,,2023-04-29,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BCO BTG PACTUAL S/A,33950678000194,N,,S,2026-08-11,debêntures___características_de_emissões,,dd674a5aaa34b1a3c5fd3e63
MEZU12,MEZ 1 ENERGIA S.A.,UNI,002,-,Registrado,BRMEZUDBS017,DISPENSA ICVM 476/09,2022-01-27,,,2022-01-15,2043-07-15,,2043-07-15,2022-01-31,2022-01-20,-,AGE,2022-01-14,,,Escritural,Real,Simples,62000,,,000000062000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1329.989818,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2024-01-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,7.3879,252,0006,MES,2023-07-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BANCO SANTANDER (BRASIL) S/A,33950678000194,S,,N,2026-08-11,debêntures___características_de_emissões,,b0d59db1e08fc70511f7cf0f
MFHP11,CONCESSIONARIA LITORAL NORTE S.A.,001,001,-,Registrado,BRCLNADBS003,AUT/DEB/PRI/2023/373,2023-12-06,,,2023-12-07,2030-12-07,,2030-12-07,2023-12-07,2023-12-06,-,AGE,2023-11-27,,,Escritural,Real,Simples,165000,,,000000000000,000000000000,000000165000,,,000000000000,,000000000000,R$,1000,1152.074505,2025-12-31,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2026-12-07,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,3.9,252,0006,MES,2024-12-07,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BANCO SANTANDER (BRASIL) S/A,03643134000119,N,,S,2026-08-11,debêntures___características_de_emissões,,687c2b76cc55c201c6c85b58
MFHP21,CONCESSIONARIA LITORAL NORTE S.A.,002,001,-,Excluído,BRMFHPDBS012,AUT/DEB/PRI/2023/374,2023-12-06,,,2023-12-07,2024-06-07,,2024-06-07,2023-12-07,2023-12-06,-,AGE,2023-11-27,,,Escritural,Real,Simples,36500,,,000000000000,000000000000,000000036500,,,000000000000,,000000000000,R$,1000,1000,2024-06-07,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,3.9,252,,,2024-06-07,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BANCO SANTANDER (BRASIL) S/A,03643134000119,N,,S,2026-08-11,debêntures___características_de_emissões,,1772efca86e4cb1f3c8c7d81
MFLU11,BUNGE ALIMENTOS S/A,001,001,Não,Excluído,BRMFLUDBS014,CVM/SRE/DEB-2000/004,2000-02-24,,,2000-01-17,2003-01-17,10/11/2000 - RESGATE TOTAL ANTECIPADO,2000-11-10,2000-01-17,,-,AGE,1999-11-26,,,Escritural,Flutuante,Simples,16000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,,FDS,Integrante de Juros,Não Padrão - SND,00,DC,,0,0,-,-,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,BANCO BRADESCO S/A,APORTE DTVM LTDA.,BANCO BRADESCO S/A,UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A,33009960000171,N,n,,2026-08-11,debêntures___características_de_emissões,,08fd6311cb4da42283f1b030
